"","IDy","ID_Parcelle","type_prod","Autres outils","Charrue","Outil à dents","Outil à disques","Outil rotatif","Pas de travail du sol","nb_tot_trav_sol","Fertilisation (autre)","Fertilisation minérale","Fertilisation organique","Fertilisation organo-minérale","Pas de fertilisation","nb_tot_ferti","tot_azote","Désherbage complet","Désherbage partiel","Désherbage sélectif","Enherbement total","Information inconnue.x","Pas de désherbage","nb_tot_herb","N_trait","N_trait_k","N_missing","IFT_herbi","IFT_insec","IFT_fongi","IFT_tot","IFT_tot2","Animaux de pâture","Autres (non chimiques)","Broyage ou tonte sans ramassage","Fauchage avec exportation des fauches","Fauchage sans exportation des fauches","Herbicide non sélectif de contact","Herbicide non sélectif systémique","Herbicide sélectif antidicotylédones","Herbicide sélectif antigraminées","Information inconnue.y","Intervention chimique (indéfini)","Intervention mécanique (indéfini)","Pas d'intervention","Tonte avec ramassage","nb_tot_int","nb_int_non_ch","nb_int_chim"
"2675","501_2016",501,"Conventionnel",0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,0,1.6,0,1.32105263157895,2.92105263157895,2.92105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","501_2017",501,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","502_2012",502,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678","502_2013",502,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679","502_2014",502,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680","502_2015",502,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681","502_2016",502,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","502_2017",502,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","503_2012",503,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","503_2013",503,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","503_2014",503,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","503_2015",503,"Conventionnel",0,1,5,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,45,44,1,0,0,21.8621416234888,21.8621416234888,21.8621416234888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"2687","503_2016",503,"Conventionnel",0,1,2,0,0,0,3,0,0,2,0,0,2,222,1,0,1,0,0,0,2,6,4,2,0.476190476190476,0,0.62,1.09619047619048,1.09619047619048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2688","503_2017",503,"Conventionnel",0,1,6,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2,5,5,0,4.04761904761905,0,0,4.04761904761905,4.04761904761905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2689","504_2012",504,"Conventionnel",0,1,0,0,0,0,1,0,1,0,0,0,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2690","504_2013",504,"Conventionnel",0,1,1,0,0,0,2,0,3,0,0,0,3,305.4,0,0,4,0,0,0,4,26,26,0,1.86666666666667,2.7,1.8,6.36666666666667,6.36666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2691","504_2014",504,"Conventionnel",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,29,28,1,10.5929241708923,1.74747474747475,2.925,15.2653989183671,15.2653989183671,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2692","504_2015",504,"Conventionnel",0,1,1,1,0,0,3,0,3,0,0,0,3,167,0,0,3,0,0,0,3,10,6,4,1.86666666666667,0,1.6,3.46666666666667,3.46666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","504_2016",504,"Conventionnel",0,0,2,1,0,0,3,1,2,0,0,0,3,0,0,0,1,0,0,0,1,29,29,0,10.7733333333333,0,6.96666666666667,17.99,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","504_2017",504,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,1,0,0,0,1,15,15,0,3.66666666666667,0.151515151515152,3.21428571428571,7.03246753246753,7.03246753246753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","505_2012",505,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2696","505_2013",505,"Conventionnel",0,1,2,0,0,0,3,0,2,0,0,0,2,256.5,0,0,6,0,0,0,6,8,3,5,0,0,0.76,1.26,0.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2697","505_2014",505,"Conventionnel",0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,27,23,4,4.63627450980392,0.151515151515152,1,5.78778966131907,5.78778966131907,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2698","505_2015",505,"Conventionnel",0,1,1,0,0,0,2,0,1,0,0,0,1,156,0,0,3,0,0,0,3,13,13,0,0.8,0,5.25,6.05,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","505_2016",505,"Conventionnel",0,1,1,2,0,0,4,0,4,0,0,0,4,33.5,0,0,1,0,0,0,1,19,19,0,16.76,0,0,16.76,16.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","505_2017",505,"Conventionnel",0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,2,14,14,0,3,0,4.8,8.01875,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","506_2012",506,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
"2702","506_2013",506,"Conventionnel",0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,4,17,15,2,2.4,5.39473684210526,4.54166666666667,12.3364035087719,12.3364035087719,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2703","506_2014",506,"Conventionnel",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,0,5,18,18,0,2,0,7.16,11.16,9.16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
"2704","506_2015",506,"Conventionnel",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,4,19,19,0,1,0.833333333333333,8.18,12.3133333333333,10.0133333333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2705","506_2016",506,"Conventionnel",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,4,16,16,0,0,3.75,4.14,10.6233333333333,7.89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2706","506_2017",506,"Conventionnel",0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,3,0,0,0,0,3,20,20,0,0,3.75,6.29949367088608,10.8828270042194,10.0494936708861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2707","507_2012",507,"En conversion bio",0,0,0,2,0,0,2,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","507_2013",507,"En conversion bio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2709","507_2014",507,"En conversion bio",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,2,1,0,0,1.06,1.06,1.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2710","507_2015",507,"En conversion bio",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2711","507_2016",507,"En conversion bio",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712","507_2017",507,"En conversion bio",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2713","508_2012",508,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","508_2013",508,"Conventionnel",2,0,2,0,1,0,5,0,1,1,0,0,2,132,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"2715","508_2014",508,"Conventionnel",0,0,3,0,0,0,3,0,2,0,0,0,2,150,0,0,3,0,0,0,3,23,17,6,3.04583333333333,0,0.4,3.44583333333333,3.44583333333333,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0
"2716","508_2015",508,"Conventionnel",0,1,1,0,1,0,3,0,4,0,0,0,4,231,NA,NA,NA,NA,NA,NA,NA,31,27,4,11.0033333333333,2,3.25,16.2533333333333,16.2533333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2717","508_2016",508,"Conventionnel",2,0,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3,16,15,1,2.4,0,3.02260651629073,6.04760651629073,5.42260651629073,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"2718","508_2017",508,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,148,NA,NA,NA,NA,NA,NA,NA,42,26,16,4.82916666666667,0,2.94,7.76916666666667,7.76916666666667,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"2719","509_2012",509,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2720","509_2013",509,"Biologique",2,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,23,21,2,0,0,9.69066666666667,11.024,9.69066666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2721","509_2014",509,"Biologique",2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33,33,0,0,0,8.12162144062575,8.12162144062575,8.12162144062575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2722","509_2015",509,"Biologique",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,19,0,0,0,3.65325632852053,3.65325632852053,3.65325632852053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2723","509_2016",509,"Biologique",0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26,26,0,0,0,8.26572553641745,8.26572553641745,8.26572553641745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2724","509_2017",509,"Biologique",1,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,63,63,0,0,0,17.6104285714286,17.6104285714286,17.6104285714286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2725","51_2012",51,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","51_2013",51,"Biologique",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,3,0,0,0,0,3,64,10,54,1.8,0,6.24,8.04,8.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"2727","51_2014",51,"Biologique",2,0,0,2,0,0,4,0,1,1,0,0,2,0,0,8,0,0,0,0,8,24,24,0,0,0,1.50591631901806,1.50591631901806,1.50591631901806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"2728","51_2015",51,"Biologique",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,20,NA,NA,NA,NA,NA,NA,NA,26,26,0,0,0,1.52,1.52,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","51_2016",51,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0
"2730","51_2017",51,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","510_2012",510,"Conventionnel",0,0,1,3,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,22,22,0,0,0,14.03,14.03,14.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","510_2013",510,"Conventionnel",0,0,1,2,0,0,3,0,4,1,0,0,5,191.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2733","510_2014",510,"Conventionnel",1,0,0,0,0,0,1,0,1,0,0,0,1,22.6,0,0,0,0,0,1,0,5,5,0,0.166666666666667,0,3.25,3.41666666666667,3.41666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2734","510_2015",510,"Conventionnel",1,0,0,0,0,0,1,0,1,1,0,0,2,7.3,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2735","510_2016",510,"Conventionnel",0,0,0,0,0,1,0,0,1,1,0,0,2,13,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2736","510_2017",510,"Conventionnel",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2737","511_2012",511,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,5,3,0,2.87593984962406,6.18843984962406,5.87593984962406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","511_2013",511,"Conventionnel",0,1,0,0,0,0,1,0,4,0,0,0,4,223.5,0,0,1,0,0,0,1,15,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2739","511_2014",511,"Conventionnel",3,1,1,0,0,0,5,0,3,0,0,0,3,90,0,0,10,0,0,0,10,23,23,0,5.8,0,4.75,13.55,10.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"2740","511_2015",511,"Conventionnel",0,1,0,0,0,0,1,0,5,0,0,0,5,197,NA,NA,NA,NA,NA,NA,NA,64,57,7,14.144367816092,0,1,15.144367816092,15.144367816092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741","511_2016",511,"Conventionnel",0,0,2,0,0,0,2,1,0,0,0,0,1,0,1,0,10,0,0,0,11,15,15,0,0,0,8.65,9.79285714285714,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","511_2017",511,"Conventionnel",0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,0,1,0,0,0,1,58,48,10,10.8368401574341,1.2,0.9,12.9368401574341,12.9368401574341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743","512_2012",512,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,0,3,0,2.23666666666667,7.72166666666667,5.23666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","512_2013",512,"Conventionnel",0,1,0,2,0,0,3,0,5,0,0,0,5,210,0,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2745","512_2014",512,"Conventionnel",1,0,3,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,10,24,21,3,0,0,9.44318181818182,11.0253246753247,9.44318181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2746","512_2015",512,"Conventionnel",2,1,0,1,0,0,4,0,4,0,0,0,4,180,0,0,3,0,0,0,3,74,74,0,14.8791149425287,3.6,1.99,20.4691149425287,20.4691149425287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2747","512_2016",512,"Conventionnel",0,0,1,2,1,0,4,0,2,0,0,0,2,190,2,0,1,0,0,0,3,25,25,0,7.295,0,5.105,13.7214285714286,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","512_2017",512,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,155,0,0,1,0,0,0,1,23,22,1,6.425,0,5,11.425,11.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","513_2012",513,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","513_2013",513,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","513_2014",513,"Conventionnel",0,1,0,1,0,0,2,0,4,0,0,0,4,225,0,0,1,0,0,0,1,26,22,4,2.3125,0.5,3.9,6.7125,6.7125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","513_2015",513,"Conventionnel",1,1,0,1,0,0,3,0,1,0,0,0,1,492,0,0,2,0,0,0,2,14,11,3,3.58333333333333,0,0.8,4.9547619047619,4.38333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2753","513_2016",513,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,197,NA,NA,NA,NA,NA,NA,NA,11,11,0,8.18152380952381,0,0,8.18152380952381,8.18152380952381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2754","513_2017",513,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","514_2012",514,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2756","514_2013",514,"Conventionnel",0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,4,10,10,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"2757","514_2014",514,"Conventionnel",0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,4,32,26,6,2.15,0,9.69543859649123,12.0954385964912,11.8454385964912,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2758","514_2015",514,"Conventionnel",1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,3,34,34,0,3.5,0,9.45373333333333,14.1870666666667,12.9537333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2759","514_2016",514,"Conventionnel",0,0,0,0,2,0,2,0,0,1,0,0,1,16,0,4,0,0,0,0,4,25,17,8,1.75,0,2.62,5.63666666666667,4.37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"2760","514_2017",514,"Conventionnel",0,0,2,0,1,0,3,0,0,1,0,0,1,0,0,4,0,0,0,0,4,21,21,0,0.25,0,10.025,12.675,10.275,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"2761","515_2012",515,"Conventionnel",1,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
"2762","515_2013",515,"Conventionnel",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,36,36,0,1.875,1.88888888888889,16.0168,19.7806888888889,19.7806888888889,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"2763","515_2014",515,"Conventionnel",0,1,0,0,2,0,3,0,1,0,0,0,1,120,0,0,2,0,0,0,2,4,4,0,1.6,0,0.5,2.1,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2764","515_2015",515,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2765","515_2016",515,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2766","515_2017",515,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2767","516_2012",516,"Conventionnel",0,1,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2768","516_2013",516,"Conventionnel",0,1,1,0,0,0,2,1,2,0,0,0,3,200,NA,NA,NA,NA,NA,NA,NA,4,4,0,2.308,0,0,2.308,2.308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2769","516_2014",516,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,0,5,52,43,9,8.93833333333333,4.95,2.39,18.052619047619,16.2783333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2770","516_2015",516,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,187.25,0,0,2,0,0,0,2,26,26,0,1.92,0,6.38666666666667,10.9991666666667,8.30666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2771","516_2016",516,"Conventionnel",0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,0,4,0,0,0,6,11,6,5,1.875,0,0.8,3.075,2.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772","516_2017",516,"Conventionnel",0,0,0,0,0,1,0,3,0,0,0,0,3,161,0,0,1,0,0,0,1,79,66,13,15.1475,11.22,1.72133333333333,28.0888333333333,28.0888333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
